"","score","text"
"684",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"685",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"686",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"687",-1,"Kiss or Slap, #Arvind #Kejriwal, visit https://t.co/j3umlVBIvM"
"688",0,"RT @SACHKAHOON: #BreakingNews  <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+0915><U+0940> <U+092A><U+094D><U+0930><U+0947><U+0938> <U+0915><U+0949><U+0928><U+094D><U+092B><U+094D><U+0930><U+0947><U+0902><U+0938> <U+092E><U+0947><U+0902> <U+0939><U+0917><U+093E><U+092E><U+093E>- <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0940><U+0915><U+093E> <U+0917><U+092F><U+093E> #kejriwal #Delhi #DelhiGovt"
"689",1,"@SonalMehra_ it b'coz of #<U+0926><U+092E><U+0926><U+093E><U+0930>_<U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> PPL of #Delhi paying half of previous Power Tariff #AAP is making Dilli Affordable 4 All #Kejriwal<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"690",1,"RT @ranjank63: @kailashkaushik8 @TimesNow Oh,I see!So, #Nitish has already entered the fool's paradise &amp; will join #Kejriwal &amp; #Pappuneta v…"
"691",0,"RT @sunnydixit007: <U+0905><U+092C> <U+0907><U+0938> #IPL <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915><U+094B> <U+0915><U+094B> <U+0905><U+0928><U+0926><U+0947><U+0916><U+093E> <U+0915><U+093F><U+092F><U+093E> <U+091C><U+093E> <U+0930><U+0939><U+093E> <U+0939><U+0948>, <U+0939><U+092E> <U+0926><U+093F><U+0932><U+094D><U+0932><U+0940> <U+0935><U+093E><U+0932><U+094B> <U+0915><U+094B> <U+091B><U+094B><U+0921><U+093C><U+0915><U+0930> <U+0914><U+0930> <U+0915><U+093F><U+0938><U+0940> <U+091F><U+0940><U+092E> <U+0928><U+0947> <U+0905><U+0932><U+094D><U+092A><U+0938><U+0902><U+0916><U+094D><U+092F><U+0915> <U+0915><U+094B> <U+0915><U+092A><U+094D><U+0924><U+093E><U+0928> <U+0928>…"
"692",0,"RT @WoCharLog: Shoe hurled at @ArvindKejriwal 
Attacker says he mistook #Kejriwal for #TaherShah"
"693",-1,"RT @NeelabhToons: Condemning #Kejriwal shoe attack... blame game already started so in a lighter note.. https://t.co/GGeXPmIMg9"
"694",0,"<U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942><U+092A> <U+092E><U+0947><U+0902> <U+091C><U+093E><U+0928><U+093E> <U+091C><U+093E><U+092F><U+0947><U+0917><U+093E>!"
"695",-4,"RT @mandeepjhajhria: Whatsaap Killed SMS
Youtube Killed DVD
Skype Killed ISD Calls
Facebook Killed Real Life

 #RahulGandhi and #Kejriwal K…"
"696",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"697",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"698",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"699",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"700",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"701",0,"RT @WoCharLog: Shoe hurled at @ArvindKejriwal 
Attacker says he mistook #Kejriwal for #TaherShah"
"702",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"703",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"704",1,"RT @ranjank63: @kailashkaushik8 @TimesNow Oh,I see!So, #Nitish has already entered the fool's paradise &amp; will join #Kejriwal &amp; #Pappuneta v…"
"705",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"706",-1,"RT @NeelabhToons: Condemning #Kejriwal shoe attack... blame game already started so in a lighter note.. https://t.co/GGeXPmIMg9"
"707",-1,"RT @yespunjab: #Kejriwal betrayed #Punjab and Punjabis on #SYL issue: #Majithia
https://t.co/kouwJ2yQXG https://t.co/T9Fn2k9gg5"
"708",-2,"RT @DrAmol27: Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"709",-2,"RT @DrAmol27: Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"710",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"711",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"712",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"713",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"714",-1,"#Kejriwal betrayed #Punjab and Punjabis on #SYL issue: #Majithia
https://t.co/kouwJ2yQXG https://t.co/T9Fn2k9gg5"
"715",-1,"#Kejriwal betrayed #Punjab and Punjabis on #SYL issue: #Majithia
https://t.co/qPaRu0CpKJ https://t.co/yjzFn1O7yX"
"716",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"717",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"718",1,"#<U+0926><U+092E><U+0926><U+093E><U+0930>_<U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> Man who hurled shoe at #Kejriwal should be awarded"
"719",-1,"WITH RECENT ATTACK ON DELHI'S #CM, #KEJRIWAL BECOMES MOST ATTACKED POLITICIAN
https://t.co/gxMqBJYiiI https://t.co/TDKUM4PWt7"
"720",1,"Yes, good one. #Kejriwal https://t.co/u8ZnNrj96F"
"721",-2,"RT @DrAmol27: Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"722",-2,"RT @DrAmol27: Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"723",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"724",-2,"Shoe thrown at #Delhi CM,Only a publicity-crazy coward can attack #Kejriwal via @firstpost https://t.co/shgDgqmBK9"
"725",1,"It's a well considered Pre-Election strategy of #Kejriwal to be seen slapped in public, sprayed with ink &amp; now a Shoe hurled on him"
"726",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"727",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"728",0,"@Babu_Bhaiyaa who knows one of stunts directed and produced by #Kejriwal"
"729",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"730",0,"@SonalMehra_ #kejriwal a real soil of son"
"731",0,"@ibnlive what is so special about #Kejriwal that he regular frequently has shoe hurled, ink thrown, face blackened?"
"732",0,"RT @ArunbajpaiRajan: #Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n ht…"
"733",0,"#kejriwal pr kisi n juta fenka lgta h khi election shuru hone wale h."
"734",0,"#Kejriwal <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+092F><U+093E> <U+0905><U+092D><U+0940><U+0924><U+0915> <U+0915><U+0947> <U+0939><U+092E><U+0932><U+093E><U+0935><U+0930> <U+0938><U+092C> <U+0915><U+0947> <U+0938><U+092C> #AAP <U+092A><U+093E><U+0930><U+094D><U+091F><U+0940> <U+0915><U+0947> <U+0939><U+0940> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+094D><U+092F><U+094B><U+0902> <U+0928><U+093F><U+0915><U+0932> <U+0930><U+0939><U+0947> <U+0939><U+0948>?
@ibhagwa_n https://t.co/SIac28NaLM"
"735",0,"ChuiyAAPa? #Kejriwal  https://t.co/YeVsny2IxB"
"736",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"737",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"738",-2,"frequent ink attacks, shoes being hurled on #Kejriwal reminds of the weak child in school who regularly gets bullied https://t.co/YIJ0fcgIst"
"739",2,"How many of you remember that auto driver who had the pleasure of percussing the recognition starved. #Kejriwal likes the wallop from close."
"740",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"741",-4,"RT @mandeepjhajhria: Whatsaap Killed SMS
Youtube Killed DVD
Skype Killed ISD Calls
Facebook Killed Real Life

 #RahulGandhi and #Kejriwal K…"
"742",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"743",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"744",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"745",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"746",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"747",1,"Today's attack on #Kejriwal clearly shows @AamAadmiParty is winning #Punjab as similar incidents in Delhi has already proved that."
"748",1,"#kejriwal:The best idea to be populer is to get hit with your followers and say....paani maaf &amp; bijli half.."
"749",0,"RT @ITNlive: #Kejriwal <U+091C><U+0942><U+0924><U+093E><U+0915><U+093E><U+0902><U+0921>: #LG <U+0939><U+093E><U+0909><U+0938> <U+0915><U+0947> <U+092C><U+093E><U+0939><U+0930> <U+0917><U+0941><U+092A><U+094D><U+0924> <U+0924><U+0930><U+0940><U+0915><U+0947> <U+0938><U+0947> 4 <U+0932><U+094B><U+0917><U+094B><U+0902> <U+0928><U+0947> <U+0930><U+091A><U+0940> <U+0938><U+093E><U+091C><U+093F><U+0936> !  - https://t.co/aWVFIBOERA https://t.co/oQDsSbq1dv"
"750",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"751",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"752",-1,"RT @dynamitenews24: Again shoe attack on Kejriwal https://t.co/xEiWjv4hBR #OddEven #oddsocks #shoe #shoeattack #Kejriwal @ArvindKejriwal ht…"
"753",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"754",1,"RT @ranjank63: @kailashkaushik8 @TimesNow Oh,I see!So, #Nitish has already entered the fool's paradise &amp; will join #Kejriwal &amp; #Pappuneta v…"
"755",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"756",0,"RT @Akashtv1: @raghav_chadha vs @rameshbidhuri 

#Kejriwal #ShoeAttack
730-830pm #IBN7 https://t.co/RjHN9ZFUDv"
"757",0,"RT @the_sashiks: Never seen anyone hitting the target, whenever a shoe is hurled to any politicians.

#CheapTrick #Kejriwal"
"758",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
"759",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"760",0,"#Kejriwal the most attacked person#Yugpurush ji why should u becoming atarget each nd every time#Time to think"
"761",0,"RT @iammanishpandey: <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+093E>,, <U+0917><U+093F><U+0930><U+092B><U+094D><U+0924><U+093E><U+0930> <U+0939><U+0941><U+0906>,, <U+0915><U+0932> #Kejriwal <U+0909><U+0938><U+0947> <U+092E><U+093E><U+092B> <U+0915><U+0930><U+0947><U+0902><U+0917><U+0947>,, <U+092E><U+0939><U+0940><U+0928><U+094B><U+0902> <U+092C><U+093E><U+0926> <U+092F><U+0947> <U+0936><U+0916><U+094D><U+0938> #AAP <U+0915><U+093E> <U+0936><U+0915><U+094D><U+0930><U+093F><U+092F> <U+0914><U+0930> <U+0939><U+094B><U+0928><U+0939><U+093E><U+0930> <U+0915><U+093E><U+0930><U+094D><U+092F><U+0915><U+0930><U+094D><U+0924><U+093E> <U+0915><U+0947> <U+0930><U+0942>…"
"762",0,"Man who threw #Shoe at New #Delhi #Chief #Minister #Arvind #Kejriwal during #Press #Conference is ... https://t.co/YknTQYRuQ3"
"763",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"764",0,"RT @RaghvendraLive: <U+0915><U+0947><U+091C><U+0930><U+0940><U+0935><U+093E><U+0932> <U+092A><U+0930> <U+091C><U+0942><U+0924><U+093E> <U+092B><U+0947><U+0902><U+0915><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0936><U+0916><U+094D><U+0938> <U+0928><U+0947> <U+0938><U+0940><U+0921><U+0940> <U+092D><U+0940> <U+092B><U+0947><U+0902><U+0915><U+0940><U+0964> CNG <U+0938><U+094D><U+091F><U+093F><U+0915><U+0930> <U+0918><U+094B><U+091F><U+093E><U+0932><U+0947> <U+0915><U+0947> <U+092E><U+093E><U+092E><U+0932><U+0947> <U+092E><U+0947><U+0902> <U+0915><U+093E><U+0930><U+094D><U+0930><U+0935><U+093E><U+0908> <U+0928> <U+0915><U+0930><U+0928><U+0947> <U+0938><U+0947> <U+0925><U+093E> <U+0928><U+093E><U+0930><U+093E><U+091C><U+093C><U+0964> #OddEv…"
"765",1,"RT @ranjank63: @kailashkaushik8 @TimesNow Oh,I see!So, #Nitish has already entered the fool's paradise &amp; will join #Kejriwal &amp; #Pappuneta v…"
"766",1,"@kailashkaushik8 @TimesNow Oh,I see!So, #Nitish has already entered the fool's paradise &amp; will join #Kejriwal &amp; #Pappuneta very shortly!"
"767",0,"RT @_SandySpeaks: @UltraMild1 @dimwittedjoker Secretary : sir  aap kya lenge ??
#Kejriwal : Kuch bhi chalega . Except Shoep <ed><U+00A0><U+00BD><ed><U+00B8><U+0081><ed><U+00A0><U+00BD><ed><U+00B8><U+0081>"
"768",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"769",1,"RT @DrGarekar: #Kejriwal sponsors event of shoe throwing as it results in sympathy Votes,that is his time tested winning patented formula"
"770",2,"@DrGarekar even a pregnant woman gets back to work after pregnancy, but #Kejriwal will not go back to work, 1 year nothing is done."
"771",1,"RT @malviyamit: Why is it that #Kejriwal routinely gets slapped and inked by his own party workers? Well, here is a small sample.. https://…"
